Id,StageName,Amount,Product,Competitor,Account,Vertical
1289,Identify,"$18,056.00","Compliance, XM",InsightsAct,Pine View Home Health Center 0289,HH
1290,Closed Won,"$68,175.00","Learning, Policy Management",InsightsAct,Lake Valley SNF Center 0290,SNF
1291,Engage,"$67,616.00","Learning, Regulation Management, Compliance, XM",InsightsAct,River Ridge SNF Center 0291,SNF
1292,Identify,"$63,692.00","Learning, Policy Management",InsightsAct,North Heights Home Health Center 0292,HH
1293,Prove,"$76,194.00","Compliance, XM",InsightsAct,Pine Heights Assisted Living Center 0293,AL
1294,Prove,"$53,713.00","Learning, Assessments",InsightsAct,Lake Haven Home Health Center 0294,HH
1295,Closed Lost,"$39,867.00",XM,InsightsAct,East Valley Home Care Center 0295,HC
1296,Engage,"$5,419.00","Learning, XM",MedTeach,North Grove Home Health Center 0296,HH
1297,Prove,"$4,746.00",Policy Management,CareEd,Grand Creek Home Health Center 0297,HH
1298,Closed Lost,"$58,680.00","Learning, Policy Management",InsightsAct,New Heights SNF Center 0298,SNF
1299,Negotiate,"$38,208.00",Learning,MedTeach,South Heights Home Health Center 0299,HH
1300,Identify,"$17,724.00",Learning,CareEd,Lake Haven Home Care Center 0300,HC
1301,Negotiate,"$53,141.00","Learning, Regulation Management, Compliance, XM",CareEd,Oak Springs Home Care Center 0301,HC
1302,Identify,"$39,613.00",Learning,MedTeach,Grand Harbor Home Care Center 0302,HC
1303,Identify,"$49,486.00",Learning,CareEd,South Valley Home Health Center 0303,HH
1304,Closed Won,"$35,944.00",Policy Management,SNFCourse,River Harbor Home Health Center 0304,HH
1305,Closed Lost,"$53,298.00","Learning, Assessments",CareEd,River Ridge Home Care Center 0305,HC
1306,Closed Won,"$30,498.00","Learning, XM",CareEd,North Valley Home Care Center 0306,HC
1307,Identify,"$32,535.00","Compliance, XM",SNFCourse,East Harbor Assisted Living Center 0307,AL
1308,Identify,"$27,651.00",XM,MedTeach,West Heights Assisted Living Center 0308,AL
1309,Closed Won,"$60,458.00","Learning, Assessments",SNFCourse,East Point SNF Center 0309,SNF
1310,Closed Lost,"$26,773.00",Learning,MedTeach,Pine Haven Home Care Center 0310,HC
1311,Closed Won,"$44,512.00","Learning, XM",InsightsAct,New Grove Home Care Center 0311,HC
1312,Prove,"$18,183.00","Learning, Regulation Management, Compliance, XM",CareEd,Oak View Assisted Living Center 0312,AL
1313,Negotiate,"$41,987.00",Learning,InsightsAct,River Grove Home Health Center 0313,HH
1314,Engage,"$50,939.00",XM,MedTeach,South Haven Home Care Center 0314,HC
1315,Identify,"$8,710.00",XM,CareEd,South Heights Assisted Living Center 0315,AL
1316,Closed Lost,"$76,623.00",Learning,MedTeach,Oak Springs SNF Center 0316,SNF
1317,Negotiate,"$38,516.00","Learning, Regulation Management",SNFCourse,Oak Grove Assisted Living Center 0317,AL
1318,Engage,"$17,766.00",Policy Management,SNFCourse,River Ridge Assisted Living Center 0318,AL
1319,Prove,"$71,915.00",XM,CareEd,Oak Haven Home Health Center 0319,HH
1320,Closed Won,"$52,674.00","Learning, Policy Management",SNFCourse,Grand Point SNF Center 0320,SNF
1321,Identify,"$73,593.00","Learning, Policy Management",CareEd,South Haven Home Care Center 0321,HC
1322,Closed Won,"$48,389.00",XM,SNFCourse,River Creek SNF Center 0322,SNF
1323,Closed Lost,"$32,821.00","Learning, Regulation Management, Compliance, XM",InsightsAct,Grand Creek Assisted Living Center 0323,AL
1324,Closed Lost,"$31,847.00",XM,SNFCourse,East Haven Assisted Living Center 0324,AL
1325,Engage,"$36,241.00",XM,CareEd,Oak Springs Assisted Living Center 0325,AL
1326,Closed Won,"$8,398.00","Learning, XM",MedTeach,New Haven Assisted Living Center 0326,AL
1327,Closed Won,"$46,596.00","Learning, Assessments",InsightsAct,East Harbor SNF Center 0327,SNF
1328,Closed Lost,"$46,579.00",Learning,SNFCourse,Pine Heights Assisted Living Center 0328,AL
1329,Prove,"$10,310.00",Learning,SNFCourse,North Harbor SNF Center 0329,SNF
1330,Identify,"$20,243.00","Learning, Regulation Management, Compliance, XM",MedTeach,Grand Harbor Assisted Living Center 0330,AL
1331,Engage,"$39,247.00","Learning, Regulation Management",InsightsAct,River Grove Home Health Center 0331,HH
1332,Negotiate,"$41,812.00",Learning,MedTeach,North Haven Home Care Center 0332,HC
1333,Engage,"$2,857.00",Learning,MedTeach,West Heights Home Care Center 0333,HC
1334,Closed Lost,"$57,473.00","Compliance, XM",InsightsAct,Lake View Home Health Center 0334,HH
1335,Prove,"$66,681.00","Learning, XM",SNFCourse,Oak Valley Home Health Center 0335,HH
1336,Engage,"$30,148.00","Learning, Regulation Management, Compliance, XM",MedTeach,New Point Home Care Center 0336,HC
1337,Negotiate,"$10,966.00",Policy Management,MedTeach,New View SNF Center 0337,SNF
1338,Prove,"$79,966.00","Learning, Regulation Management",MedTeach,Lake Harbor Assisted Living Center 0338,AL
1339,Prove,"$77,096.00",Policy Management,SNFCourse,Oak Point Assisted Living Center 0339,AL
1340,Prove,"$74,031.00","Learning, XM",SNFCourse,South View Home Care Center 0340,HC
1341,Closed Lost,"$14,906.00",Policy Management,MedTeach,Pine Heights Assisted Living Center 0341,AL
1342,Closed Lost,"$57,915.00","Learning, Policy Management",InsightsAct,Pine Point Home Health Center 0342,HH
1343,Closed Lost,"$31,709.00","Learning, Regulation Management",InsightsAct,Grand Haven SNF Center 0343,SNF
1344,Identify,"$35,377.00","Learning, Assessments",SNFCourse,Lake Ridge Home Health Center 0344,HH
1345,Identify,"$75,374.00",Learning,CareEd,Oak Springs Assisted Living Center 0345,AL
1346,Negotiate,"$72,872.00",Policy Management,SNFCourse,New Harbor Home Care Center 0346,HC
1347,Prove,"$42,737.00","Learning, Policy Management",InsightsAct,Grand Heights Assisted Living Center 0347,AL
1348,Identify,"$19,334.00","Learning, Assessments",MedTeach,West Harbor Home Health Center 0348,HH
1349,Engage,"$26,185.00",Learning,InsightsAct,North Haven SNF Center 0349,SNF
1350,Engage,"$21,657.00","Learning, Policy Management",InsightsAct,Pine Creek Home Care Center 0350,HC
1351,Prove,"$49,061.00",Learning,InsightsAct,Grand Harbor Home Health Center 0351,HH
1352,Identify,"$65,722.00",Learning,SNFCourse,Oak Creek Home Health Center 0352,HH
1353,Negotiate,"$3,813.00","Learning, Regulation Management, Compliance, XM",InsightsAct,North Heights Home Health Center 0353,HH
1354,Prove,"$78,397.00","Compliance, XM",InsightsAct,Pine Springs SNF Center 0354,SNF
1355,Prove,"$64,098.00","Learning, Policy Management",CareEd,Pine Harbor Home Care Center 0355,HC
1356,Engage,"$76,861.00",XM,MedTeach,River Haven SNF Center 0356,SNF
1357,Engage,"$63,921.00",Learning,CareEd,West Ridge Home Care Center 0357,HC
1358,Identify,"$61,373.00",Policy Management,InsightsAct,North Point SNF Center 0358,SNF
1359,Negotiate,"$82,051.00",Learning,CareEd,West View Assisted Living Center 0359,AL
1360,Closed Won,"$46,308.00","Compliance, XM",MedTeach,East Creek Home Care Center 0360,HC
1361,Identify,"$45,241.00","Learning, Regulation Management",SNFCourse,Oak View Home Health Center 0361,HH
1362,Closed Won,"$2,202.00","Learning, XM",InsightsAct,Lake Creek Home Care Center 0362,HC
1363,Engage,"$82,955.00",XM,CareEd,River Grove Home Health Center 0363,HH
1364,Identify,"$82,023.00","Learning, Policy Management",CareEd,New Springs Home Health Center 0364,HH
1365,Identify,"$82,569.00","Learning, Assessments",CareEd,River Heights Home Care Center 0365,HC
1366,Prove,"$15,216.00","Learning, Assessments",InsightsAct,South Harbor Home Health Center 0366,HH
1367,Identify,"$36,264.00",Learning,SNFCourse,East Springs Home Care Center 0367,HC
1368,Identify,"$77,254.00","Learning, Policy Management",MedTeach,River Springs SNF Center 0368,SNF
1369,Prove,"$53,451.00",Learning,MedTeach,New Creek Assisted Living Center 0369,AL
1370,Identify,"$29,632.00",Learning,InsightsAct,Pine Grove SNF Center 0370,SNF
1371,Identify,"$7,113.00",Policy Management,MedTeach,North Valley Assisted Living Center 0371,AL
1372,Negotiate,"$7,844.00",Policy Management,MedTeach,East Ridge Home Care Center 0372,HC
1373,Engage,"$27,297.00",Learning,CareEd,River Grove Home Care Center 0373,HC
1374,Prove,"$83,887.00","Learning, Regulation Management, Compliance, XM",MedTeach,South Harbor Home Health Center 0374,HH
1375,Identify,"$16,348.00",XM,SNFCourse,Grand Haven SNF Center 0375,SNF
1376,Engage,"$13,283.00",Learning,CareEd,New Ridge Home Care Center 0376,HC
1377,Identify,"$23,542.00","Learning, Policy Management",MedTeach,New Point SNF Center 0377,SNF
1378,Prove,"$20,116.00","Learning, XM",MedTeach,Oak Point Home Care Center 0378,HC
1379,Closed Lost,"$10,009.00","Learning, XM",MedTeach,East Point SNF Center 0379,SNF
1380,Closed Won,"$13,199.00","Learning, Regulation Management",MedTeach,Lake Springs Assisted Living Center 0380,AL
1381,Engage,"$19,821.00",Learning,MedTeach,Pine View Assisted Living Center 0381,AL
1382,Prove,"$74,947.00",Learning,CareEd,Grand Valley Home Health Center 0382,HH
1383,Prove,"$11,055.00","Learning, XM",CareEd,West Ridge Home Care Center 0383,HC
1384,Prove,"$53,497.00","Learning, XM",SNFCourse,New Heights Assisted Living Center 0384,AL
1385,Negotiate,"$34,187.00",XM,MedTeach,Lake Grove SNF Center 0385,SNF
1386,Prove,"$67,794.00",XM,SNFCourse,New Haven SNF Center 0386,SNF
1387,Identify,"$80,819.00",Learning,MedTeach,New Heights Home Health Center 0387,HH
1388,Engage,"$82,105.00","Learning, Regulation Management",SNFCourse,River Haven Assisted Living Center 0388,AL
1389,Closed Won,"$22,363.00",XM,InsightsAct,Oak Point Home Health Center 0389,HH
1390,Closed Lost,"$67,452.00","Learning, Assessments",SNFCourse,Pine Valley Assisted Living Center 0390,AL
1391,Identify,"$17,508.00",Learning,CareEd,Pine Valley Home Health Center 0391,HH
1392,Closed Lost,"$3,252.00",XM,MedTeach,Oak Haven Assisted Living Center 0392,AL
1393,Negotiate,"$34,272.00",Learning,SNFCourse,West Harbor Home Care Center 0393,HC
1394,Engage,"$19,192.00","Learning, Assessments",SNFCourse,River Haven Home Care Center 0394,HC
1395,Closed Lost,"$11,385.00","Learning, Policy Management",SNFCourse,North Creek Home Care Center 0395,HC
1396,Engage,"$61,327.00","Learning, Regulation Management",MedTeach,Grand Springs Home Health Center 0396,HH
1397,Engage,"$6,171.00",Policy Management,MedTeach,South Ridge Assisted Living Center 0397,AL
1398,Negotiate,"$50,568.00",Learning,MedTeach,North Valley SNF Center 0398,SNF
1399,Prove,"$68,749.00",Learning,CareEd,East Haven Home Health Center 0399,HH
1400,Identify,"$5,734.00","Learning, Policy Management",CareEd,Grand View Home Care Center 0400,HC
1401,Closed Lost,"$15,673.00","Learning, Regulation Management, Compliance, XM",CareEd,South Haven Assisted Living Center 0401,AL
1402,Identify,"$49,488.00","Learning, Policy Management",MedTeach,North Ridge Assisted Living Center 0402,AL
1403,Closed Lost,"$36,818.00",Policy Management,SNFCourse,Grand Grove Home Care Center 0403,HC
1404,Engage,"$16,727.00",Learning,CareEd,New Grove Home Health Center 0404,HH
1405,Identify,"$21,630.00",Policy Management,InsightsAct,North Grove Home Care Center 0405,HC
1406,Identify,"$70,494.00","Learning, Policy Management",SNFCourse,North Point SNF Center 0406,SNF
1407,Identify,"$61,765.00","Learning, Assessments",SNFCourse,North View SNF Center 0407,SNF
1408,Identify,"$33,944.00","Learning, Assessments",InsightsAct,East Creek Assisted Living Center 0408,AL
1409,Negotiate,"$61,997.00","Learning, Regulation Management",MedTeach,Pine Heights Home Health Center 0409,HH
1410,Closed Lost,"$46,945.00","Learning, Regulation Management, Compliance, XM",CareEd,West View Assisted Living Center 0410,AL
1411,Engage,"$57,280.00",Policy Management,MedTeach,Pine Haven SNF Center 0411,SNF
1412,Identify,"$24,349.00",XM,InsightsAct,River Ridge Home Care Center 0412,HC
1413,Engage,"$82,632.00","Learning, XM",SNFCourse,Lake View Home Care Center 0413,HC
1414,Closed Lost,"$48,104.00","Learning, Assessments",SNFCourse,East Creek Home Health Center 0414,HH
1415,Identify,"$46,329.00",Learning,MedTeach,East Point Assisted Living Center 0415,AL
1416,Negotiate,"$74,434.00","Learning, Assessments",InsightsAct,Oak Creek Home Care Center 0416,HC
1417,Closed Lost,"$31,276.00",Learning,SNFCourse,West Heights Assisted Living Center 0417,AL
1418,Engage,"$30,781.00","Learning, XM",InsightsAct,Oak Grove Home Health Center 0418,HH
1419,Engage,"$9,106.00",Learning,SNFCourse,Pine Ridge Home Care Center 0419,HC
1420,Engage,"$17,915.00",XM,MedTeach,West Heights Assisted Living Center 0420,AL
1421,Closed Won,"$45,991.00","Learning, Policy Management",MedTeach,South Point Assisted Living Center 0421,AL
1422,Negotiate,"$17,890.00",Policy Management,SNFCourse,West Creek Assisted Living Center 0422,AL
1423,Engage,"$5,577.00","Learning, Regulation Management",SNFCourse,River Creek Home Health Center 0423,HH
1424,Negotiate,"$67,245.00",Learning,InsightsAct,Oak Point Home Health Center 0424,HH
1425,Identify,"$53,715.00","Learning, Regulation Management",CareEd,West Heights Home Care Center 0425,HC
1426,Closed Won,"$53,349.00","Learning, Regulation Management, Compliance, XM",InsightsAct,West Haven SNF Center 0426,SNF
1427,Prove,"$14,004.00","Learning, Assessments",SNFCourse,East Grove Home Care Center 0427,HC
1428,Closed Lost,"$4,988.00",Policy Management,InsightsAct,West Point Home Care Center 0428,HC
1429,Closed Won,"$17,338.00",Learning,CareEd,River Point Home Health Center 0429,HH
1430,Identify,"$74,362.00",XM,CareEd,East Creek Home Health Center 0430,HH
1431,Engage,"$77,430.00","Learning, XM",MedTeach,North Valley SNF Center 0431,SNF
1432,Identify,"$7,159.00","Learning, XM",MedTeach,East Grove SNF Center 0432,SNF
1433,Engage,"$76,229.00",Policy Management,MedTeach,West Creek Assisted Living Center 0433,AL
1434,Closed Lost,"$38,089.00","Learning, XM",InsightsAct,Pine Point SNF Center 0434,SNF
1435,Prove,"$28,220.00",XM,InsightsAct,Oak View SNF Center 0435,SNF
1436,Closed Lost,"$77,229.00",Policy Management,InsightsAct,New Ridge Home Health Center 0436,HH
1437,Engage,"$20,508.00","Learning, Regulation Management, Compliance, XM",MedTeach,South Valley Home Care Center 0437,HC
1438,Prove,"$75,227.00","Learning, XM",MedTeach,Pine Creek Assisted Living Center 0438,AL
1439,Engage,"$41,513.00",XM,CareEd,South Heights Home Health Center 0439,HH
1440,Prove,"$54,453.00","Compliance, XM",InsightsAct,New Valley Assisted Living Center 0440,AL
1441,Engage,"$6,106.00","Compliance, XM",SNFCourse,Grand Creek Home Care Center 0441,HC
1442,Identify,"$25,414.00",Policy Management,MedTeach,South Point SNF Center 0442,SNF
1443,Identify,"$54,193.00",XM,InsightsAct,South Creek Home Health Center 0443,HH
1444,Closed Won,"$73,232.00","Compliance, XM",MedTeach,River Springs Assisted Living Center 0444,AL
1445,Closed Won,"$80,607.00",Policy Management,SNFCourse,Pine Ridge Home Health Center 0445,HH
1446,Closed Lost,"$78,776.00",Learning,MedTeach,Pine Haven SNF Center 0446,SNF
1447,Closed Lost,"$51,941.00","Compliance, XM",MedTeach,Pine Grove Home Health Center 0447,HH
1448,Identify,"$28,997.00",Learning,InsightsAct,East Valley Home Health Center 0448,HH
1449,Prove,"$46,803.00",Policy Management,SNFCourse,South View Home Health Center 0449,HH
1450,Closed Won,"$81,737.00","Learning, XM",InsightsAct,Pine Harbor Home Health Center 0450,HH
1451,Closed Won,"$17,813.00",Learning,SNFCourse,New Point Home Health Center 0451,HH
1452,Negotiate,"$10,640.00",Learning,CareEd,Grand View Home Health Center 0452,HH
1453,Engage,"$76,543.00",Policy Management,SNFCourse,Pine Springs Home Care Center 0453,HC
1454,Identify,"$38,529.00","Learning, Regulation Management, Compliance, XM",MedTeach,New Haven SNF Center 0454,SNF
1455,Engage,"$79,381.00","Learning, Assessments",SNFCourse,Lake Heights Assisted Living Center 0455,AL
1456,Engage,"$74,681.00","Learning, Policy Management",SNFCourse,River Heights SNF Center 0456,SNF
1457,Prove,"$14,441.00","Learning, XM",CareEd,East View Assisted Living Center 0457,AL
1458,Identify,"$55,036.00",Learning,MedTeach,North Valley Home Care Center 0458,HC
1459,Prove,"$2,563.00","Learning, Regulation Management",InsightsAct,Pine Heights SNF Center 0459,SNF
1460,Prove,"$32,268.00","Learning, Assessments",SNFCourse,Grand Valley Home Health Center 0460,HH
1461,Identify,"$59,438.00",Learning,SNFCourse,East Haven Assisted Living Center 0461,AL
1462,Negotiate,"$21,338.00",XM,MedTeach,East Valley Home Health Center 0462,HH
1463,Closed Lost,"$83,980.00",Policy Management,InsightsAct,New Point Home Health Center 0463,HH
1464,Closed Won,"$11,728.00",Policy Management,CareEd,River Harbor Home Health Center 0464,HH
1465,Prove,"$74,265.00","Learning, Regulation Management, Compliance, XM",InsightsAct,East Springs Home Care Center 0465,HC
1466,Identify,"$40,932.00","Learning, Assessments",MedTeach,Grand Heights Home Health Center 0466,HH
1467,Closed Won,"$67,414.00","Learning, Policy Management",SNFCourse,East Springs Home Care Center 0467,HC
1468,Engage,"$34,165.00","Learning, Assessments",MedTeach,Lake Haven Assisted Living Center 0468,AL
1469,Closed Lost,"$21,464.00","Learning, XM",SNFCourse,Pine Grove Home Health Center 0469,HH
1470,Engage,"$8,221.00","Learning, Regulation Management",InsightsAct,Lake Valley Home Health Center 0470,HH
1471,Identify,"$73,858.00",Policy Management,InsightsAct,North Point Assisted Living Center 0471,AL
1472,Closed Lost,"$30,132.00","Learning, Regulation Management, Compliance, XM",CareEd,Grand Point Home Health Center 0472,HH
1473,Identify,"$76,889.00","Learning, Regulation Management, Compliance, XM",SNFCourse,New Haven Home Health Center 0473,HH
1474,Engage,"$51,406.00","Learning, Assessments",InsightsAct,Pine Point SNF Center 0474,SNF
1475,Engage,"$50,987.00","Learning, XM",SNFCourse,North Heights Home Care Center 0475,HC
1476,Closed Won,"$71,626.00","Learning, Policy Management",MedTeach,West Heights SNF Center 0476,SNF
